symbol,dailyAvailable60,dailyHM60,intradayAvailable60,intradayHM60,archivalUniqueAvailable60,archivalUniqueHM60,validatedHandoff
79860,4,0,1,1,4,1,False
79870,4,0,1,0,4,0,False
79880,4,1,5,4,8,4,False
79890,4,1,1,1,4,1,False
79900,4,1,4,3,7,3,False
79910,4,1,4,1,7,2,False
79920,4,0,1,0,4,0,False
79940,4,1,4,4,7,4,False
79950,4,1,4,2,7,2,False
79970,4,1,1,0,4,1,False
79990,4,1,1,0,4,1,False
80010,4,1,5,5,8,5,False
80020,4,1,5,5,8,5,False
80050,4,1,4,3,7,3,False
80060,4,0,1,0,4,0,False
80070,4,1,5,3,8,3,False
80080,4,1,4,3,7,3,False
80110,4,1,4,3,7,4,False
80120,4,1,4,4,7,4,False
80130,4,0,1,0,4,0,False
80140,4,1,1,0,4,1,False
80150,4,1,5,3,8,3,False
80160,4,1,5,3,8,4,False
80180,4,1,1,0,4,1,False
80200,4,1,5,4,8,4,False
80220,4,1,4,4,7,4,False
80230,4,1,1,1,4,1,False
80250,2,0,1,0,2,0,False
80290,4,1,1,1,4,1,False
80300,4,1,1,1,4,1,False
80310,4,1,5,5,8,5,False
80320,4,1,4,3,7,4,False
80350,4,1,5,5,8,5,False
80370,4,1,4,4,7,4,False
80380,4,0,0,0,4,0,False
80390,4,0,1,0,4,0,False
80400,4,0,1,0,4,0,False
80410,4,1,1,0,4,1,False
80430,4,1,4,4,7,4,False
80450,4,0,1,0,4,0,False
80460,4,1,1,1,4,1,False
80500,4,1,4,4,7,4,False
80510,4,1,4,4,7,4,False
80520,4,0,1,1,4,1,False
80530,4,1,5,4,8,4,False
80560,4,1,4,4,7,4,False
80570,4,1,1,1,4,1,False
80580,4,1,5,5,8,5,False
80590,4,0,1,1,4,1,False
80600,4,1,4,4,7,4,False
80610,4,1,4,2,7,2,False
80650,4,0,1,1,4,1,False
80660,4,1,1,1,4,1,False
80680,0,0,0,0,0,0,False
80700,4,0,4,2,7,2,False
80720,0,0,0,0,0,0,False
80740,4,0,1,1,4,1,False
80750,4,1,1,1,4,1,False
80760,4,0,1,0,4,0,False
80770,4,0,1,0,4,0,False
80780,4,0,4,4,7,4,False
80790,4,1,1,1,4,1,False
80810,4,1,1,1,4,1,False
80840,4,1,1,0,4,1,False
80850,4,0,1,0,4,0,False
80860,4,1,5,4,8,4,False
80880,4,1,5,4,8,4,False
80890,4,1,1,0,4,1,False
80910,4,1,1,1,4,1,False
80930,4,1,1,1,4,1,False
80950,4,1,4,1,7,2,False
80960,0,0,0,0,0,0,False
80970,4,1,4,4,7,4,False
80980,4,1,4,3,7,4,False
81010,4,1,1,1,4,1,False
81030,4,1,4,0,7,1,False
81040,4,1,1,0,4,1,False
81050,4,0,4,0,7,0,False
81070,4,0,4,0,7,0,False
81110,4,1,4,4,7,4,False
81130,4,1,5,4,8,4,False
81140,4,0,0,0,4,0,False
81150,4,1,1,0,4,1,False
81170,4,1,4,1,7,1,False
81180,4,0,1,0,4,0,False
81190,4,0,1,0,4,0,False
81230,4,0,1,0,4,0,False
81250,4,0,4,2,7,2,False
81270,4,0,1,0,4,0,False
81290,4,1,5,4,8,4,False
81300,4,1,4,3,7,3,False
81310,4,1,4,2,7,2,False
81320,4,1,1,1,4,1,False
81330,2,1,4,3,5,3,False
81350,4,0,1,0,4,0,False
81360,4,1,5,5,8,5,False
81370,4,1,1,1,4,1,False
81380,4,0,1,0,4,0,False
81390,4,0,1,1,4,1,False
81400,0,0,0,0,0,0,False
81410,4,0,4,2,7,2,False
81420,4,1,4,4,7,4,False
81430,4,0,1,0,4,0,False
81440,4,0,1,0,4,0,False
81470,4,0,1,0,4,0,False
81500,4,1,4,3,7,3,False
81510,4,1,1,1,4,1,False
81520,4,1,1,0,4,1,False
81530,4,1,4,2,7,2,False
81540,4,1,4,4,7,4,False
81550,4,0,0,0,4,0,False
81570,4,1,1,1,4,1,False
81580,4,1,1,1,4,1,False
81590,4,1,4,2,7,2,False
81600,4,1,1,1,4,1,False
81630,2,1,4,2,5,2,False
81650,4,0,1,0,4,0,False
81660,4,0,1,0,4,0,False
81670,4,0,4,1,7,1,False
81680,0,0,0,0,0,0,False
81730,4,1,4,2,7,2,False
81740,4,1,4,4,7,4,False
81790,4,1,4,2,7,2,False
81810,4,0,1,0,4,0,False
81820,4,0,0,0,4,0,False
81850,4,1,4,3,7,3,False
81940,4,1,5,4,8,4,False
81980,4,0,1,0,4,0,False
82000,4,1,4,2,7,3,False
82020,4,0,1,0,4,0,False
82030,4,0,4,3,7,3,False
82070,4,0,1,0,4,0,False
82080,4,0,1,0,4,0,False
82090,4,0,1,0,4,0,False
82140,4,1,5,4,8,4,False
82150,4,0,0,0,4,0,False
82170,4,0,4,2,7,2,False
82180,4,1,4,3,7,3,False
82190,4,1,5,4,8,4,False
82250,4,0,1,0,4,0,False
82260,4,0,4,4,7,4,False
82270,4,1,4,4,7,4,False
82300,4,0,1,0,4,0,False
82330,4,1,5,4,8,4,False
82370,4,1,4,4,7,4,False
82420,4,1,4,4,7,4,False
82440,4,1,4,3,7,3,False
82470,4,0,1,0,4,0,False
82490,0,0,0,0,0,0,False
82520,4,1,4,4,7,4,False
82530,4,1,5,4,8,4,False
82540,4,0,1,1,4,1,False
82550,4,0,4,3,7,3,False
82560,0,0,0,0,0,0,False
82600,4,0,1,0,4,0,False
82670,2,1,5,5,6,5,False
82730,4,1,4,3,7,3,False
82750,4,1,1,1,4,1,False
82760,4,1,4,2,7,2,False
82780,4,1,4,2,7,2,False
82790,2,1,4,3,5,3,False
82810,2,0,4,2,5,2,False
82820,4,1,5,4,8,4,False
82830,4,1,4,4,7,4,False
82850,4,0,1,0,4,0,False
82890,4,0,1,0,4,0,False
82910,4,1,4,0,7,1,False
83030,0,0,0,0,0,0,False
83040,4,1,5,4,8,4,False
83060,4,1,5,5,8,5,False
83080,4,1,5,4,8,4,False
83090,4,1,5,4,8,4,False
83160,4,1,5,5,8,5,False
83310,4,1,5,4,8,4,False
83340,4,1,5,4,8,4,False
83360,4,1,4,3,7,4,False
83370,4,1,4,2,7,3,False
83380,4,1,4,2,7,3,False
83410,4,1,4,4,7,4,False
83430,4,1,4,3,7,3,False
83440,4,1,4,2,7,3,False
83450,4,1,1,0,4,1,False
83460,4,1,4,4,7,4,False
83490,4,0,1,0,4,0,False
83540,4,1,5,4,8,4,False
83550,0,0,0,0,0,0,False
83580,4,1,4,4,7,4,False
83590,4,1,4,4,7,4,False
83600,4,1,5,4,8,4,False
83610,4,1,4,4,7,4,False
83620,4,1,4,1,7,1,False
83640,4,1,1,1,4,1,False
83650,4,1,1,0,4,1,False
83660,4,1,4,4,7,4,False
83670,4,0,4,4,7,4,False
83680,4,1,4,4,7,4,False
83690,0,0,0,0,0,0,False
83700,4,1,4,4,7,4,False
83770,4,1,4,2,7,3,False
83810,4,1,4,4,7,4,False
83820,0,0,0,0,0,0,False
83830,4,1,1,0,4,1,False
83850,0,0,0,0,0,0,False
83860,4,1,4,3,7,4,False
83870,4,1,4,3,7,4,False
83880,4,1,4,4,7,4,False
83920,4,1,1,0,4,1,False
83930,4,1,1,1,4,1,False
83950,4,1,4,1,7,1,False
83990,4,1,4,4,7,4,False
84100,4,1,5,4,8,4,False
84110,4,1,5,5,8,5,False
84160,4,1,1,0,4,1,False
84180,4,1,5,4,8,4,False
84240,4,1,4,4,7,4,False
84250,4,1,5,4,8,4,False
84390,4,1,4,4,7,4,False
84620,4,1,0,0,4,1,False
84730,4,1,5,4,8,4,False
85080,4,1,4,3,7,3,False
85110,4,1,4,4,7,4,False
85150,4,1,5,3,8,4,False
85180,4,0,4,1,7,1,False
85210,0,0,0,0,0,0,False
85220,4,1,4,4,7,4,False
85240,4,0,4,4,7,4,False
85270,0,0,0,0,0,0,False
85300,0,0,0,0,0,0,False
85370,4,1,1,0,4,1,False
85410,4,1,4,2,7,3,False
85420,4,1,1,1,4,1,False
85440,4,1,4,3,7,4,False
85500,4,1,4,3,7,3,False
85510,4,1,1,1,4,1,False
85580,4,1,4,2,7,3,False
85620,4,0,1,0,4,0,False
85630,4,1,1,0,4,1,False
85660,4,1,1,0,4,1,False
85700,4,1,5,4,8,4,False
85720,4,1,5,4,8,4,False
85840,4,1,4,4,7,4,False
85850,4,0,4,4,7,4,False
85910,4,1,5,3,8,3,False
85930,4,1,5,4,8,4,False
85950,4,1,4,4,7,4,False
85960,4,1,1,1,4,1,False
86000,4,1,4,4,7,4,False
86010,4,1,5,5,8,5,False
86040,4,1,5,4,8,4,False
86090,4,1,4,4,7,4,False
86130,4,1,4,4,7,4,False
86140,4,1,5,4,8,4,False
86160,4,1,5,3,8,3,False
86170,4,1,1,0,4,1,False
86220,4,1,4,2,7,3,False
86240,4,1,4,3,7,3,False
86280,4,0,4,3,7,3,False
86300,4,1,5,4,8,4,False
86970,4,1,5,5,8,5,False
86980,4,1,4,4,7,4,False
86990,4,0,4,0,7,0,False
87000,4,0,1,0,4,0,False
87040,4,1,4,4,7,4,False
87050,4,0,1,0,4,0,False
87060,4,0,4,3,7,3,False
87070,4,1,4,4,7,4,False
87080,4,0,4,3,7,3,False
87130,4,1,1,1,4,1,False
87140,4,1,5,4,8,4,False
87150,4,1,4,4,7,4,False
87250,4,1,5,5,8,5,False
87320,4,0,0,0,4,0,False
87370,4,1,1,0,4,1,False
87390,4,1,1,1,4,1,False
87420,4,0,1,0,4,0,False
87460,4,0,4,1,7,1,False
87470,4,0,1,0,4,0,False
87500,4,1,5,5,8,5,False
87660,4,1,5,5,8,5,False
87690,4,1,1,1,4,1,False
87710,4,1,4,4,7,4,False
87720,4,0,1,0,4,0,False
87830,4,1,4,4,7,4,False
87890,4,0,4,1,7,1,False
87930,4,1,1,0,4,1,False
87950,4,1,4,4,7,4,False
87980,4,1,4,0,7,1,False
88010,4,1,5,4,8,4,False
88020,4,1,5,5,8,5,False
88030,4,1,4,4,7,4,False
88040,4,1,5,4,8,4,False
88060,0,0,0,0,0,0,False
88180,4,1,4,3,7,3,False
88300,4,1,5,4,8,4,False
88350,4,0,1,0,4,0,False
88360,4,0,4,0,7,0,False
88410,4,1,4,3,7,3,False
88420,0,0,0,0,0,0,False
88440,4,1,4,3,7,3,False
88480,4,1,4,4,7,4,False
88500,4,1,4,2,7,2,False
88540,0,0,0,0,0,0,False
88600,4,1,1,0,4,1,False
88640,4,0,4,3,7,3,False
88690,4,1,1,1,4,1,False
88710,4,1,1,0,4,1,False
88760,4,1,4,3,7,3,False
88770,4,1,1,1,4,1,False
88810,4,0,1,0,4,0,False
88860,4,0,1,0,4,0,False
88870,4,0,4,0,7,0,False
88890,4,0,0,0,4,0,False
88900,4,1,0,0,4,1,False
88910,4,1,1,1,4,1,False
88920,4,1,4,3,7,4,False
88930,0,0,0,0,0,0,False
88940,4,0,4,0,7,0,False
88970,4,1,4,2,7,3,False
88980,4,0,1,0,4,0,False
89030,0,0,0,0,0,0,False
89040,4,0,1,0,4,0,False
89050,4,1,4,0,7,1,False
89080,4,0,1,0,4,0,False
89090,0,0,0,0,0,0,False
89120,4,0,1,0,4,0,False
89140,4,1,4,1,7,1,False
89170,4,1,1,0,4,1,False
89180,4,0,4,2,7,2,False
89190,4,1,4,4,7,4,False
89200,4,1,4,1,7,2,False
89230,4,1,4,3,7,3,False
89250,0,0,0,0,0,0,False
89270,4,1,4,2,7,3,False
89280,4,1,1,1,4,1,False
89290,4,0,4,3,7,3,False
89310,4,0,1,1,4,1,False
89340,4,1,4,4,7,4,False
89350,4,1,1,1,4,1,False
89380,2,0,1,1,2,1,False
89400,4,1,1,0,4,1,False
89440,4,0,1,0,4,0,False
89450,4,0,1,0,4,0,False
89460,4,0,4,0,7,0,False
89950,4,0,1,0,4,0,False
89960,4,0,1,0,4,0,False
89990,4,0,1,0,4,0,False
90010,4,1,4,4,7,4,False
90030,4,1,4,4,7,4,False
90050,4,1,5,3,8,3,False
90060,4,1,4,3,7,3,False
90070,4,1,5,4,8,4,False
90080,4,1,5,4,8,4,False
90090,4,1,4,3,7,4,False
90100,4,1,4,4,7,4,False
90120,4,0,0,0,4,0,False
90140,0,0,0,0,0,0,False
90170,4,0,0,0,4,0,False
90200,4,1,5,4,8,4,False
90210,4,1,4,4,7,4,False
90220,4,1,5,3,8,4,False
90230,0,0,5,4,5,4,False
90240,2,1,5,4,6,4,False
90250,4,1,4,4,7,4,False
90280,4,1,1,0,4,1,False
90290,4,1,1,1,4,1,False
90310,4,1,4,4,7,4,False
90330,4,0,1,0,4,0,False
90340,4,1,1,1,4,1,False
90360,4,0,1,1,4,1,False
90370,4,1,4,4,7,4,False
90390,4,1,4,4,7,4,False
90410,4,1,4,4,7,4,False
90420,4,1,5,4,8,4,False
90440,4,1,5,4,8,4,False
90450,4,1,4,4,7,4,False
90460,4,1,1,1,4,1,False
90480,4,1,4,3,7,3,False
90490,0,0,0,0,0,0,False
90510,4,1,1,0,4,1,False
90520,4,1,1,0,4,1,False
90550,4,0,0,0,4,0,False
90570,4,0,1,0,4,0,False
90580,4,1,0,0,4,1,False
90590,4,0,1,0,4,0,False
90600,0,0,0,0,0,0,False
90630,4,0,1,0,4,0,False
90640,4,1,5,3,8,3,False
90650,4,1,4,4,7,4,False
90660,4,1,4,0,7,1,False
90670,2,1,1,0,2,1,False
90680,4,1,1,1,4,1,False
90690,4,1,4,4,7,4,False
90700,4,1,0,0,4,1,False
90720,4,1,4,3,7,3,False
90730,4,0,1,1,4,1,False
90740,4,0,1,0,4,0,False
90750,4,0,4,2,7,2,False
90760,4,1,4,4,7,4,False
90780,4,0,0,0,4,0,False
90810,4,0,1,1,4,1,False
90820,4,0,1,0,4,0,False
90830,2,0,1,1,2,1,False
90860,0,0,0,0,0,0,False
90870,0,0,0,0,0,0,False
90900,4,1,4,4,7,4,False
90990,4,0,0,0,4,0,False
91010,4,1,5,5,8,5,False
91040,4,1,5,5,8,5,False
91070,4,1,5,5,8,5,False
91100,4,1,4,2,7,2,False
91150,4,1,1,0,4,1,False
91190,4,1,4,4,7,4,False
91270,4,1,1,1,4,1,False
91300,4,1,1,1,4,1,False
91420,4,1,4,4,7,4,False
91430,4,1,5,3,8,3,False
91450,4,1,1,0,4,1,False
91470,4,1,5,3,8,3,False
91580,2,1,4,4,5,4,False
91590,4,0,1,1,4,1,False
91600,4,0,1,0,4,0,False
91610,4,1,0,0,4,1,False
91620,4,0,4,0,7,0,False
91630,4,1,4,3,7,3,False
91640,4,1,4,0,7,1,False
91650,4,0,1,0,4,0,False
91660,4,1,4,4,7,4,False
91680,4,1,4,3,7,3,False
91710,4,0,1,0,4,0,False
91730,4,1,1,0,4,1,False
91760,0,0,0,0,0,0,False
91790,0,0,0,0,0,0,False
91930,4,0,1,1,4,1,False
92010,4,1,5,5,8,5,False
92020,4,1,5,4,8,4,False
92040,2,0,4,3,5,3,False
92060,4,1,1,0,4,1,False
92110,4,0,4,4,7,4,False
92120,4,1,1,0,4,1,False
92130,4,0,1,0,4,0,False
92140,4,1,1,0,4,1,False
92150,4,0,1,0,4,0,False
92160,4,1,4,1,7,1,False
92180,4,0,4,0,7,0,False
92190,4,1,1,1,4,1,False
92200,4,0,1,0,4,0,False
92210,4,1,1,0,4,1,False
92230,4,1,1,0,4,1,False
92250,4,0,1,1,4,1,False
92270,4,1,4,4,7,4,False
92290,2,1,4,3,5,3,False
92320,4,0,0,0,4,0,False
92330,4,0,1,1,4,1,False
92350,4,0,4,3,7,3,False
92360,4,0,1,0,4,0,False
92370,4,0,1,0,4,0,False
92380,4,0,4,1,7,1,False
92400,4,0,1,1,4,1,False
92410,4,0,1,1,4,1,False
92420,4,0,1,0,4,0,False
92440,4,0,1,0,4,0,False
92450,4,0,1,0,4,0,False
92460,4,1,1,0,4,1,False
92470,4,1,4,4,7,4,False
92480,4,1,1,1,4,1,False
92490,4,0,1,1,4,1,False
92500,4,1,1,0,4,1,False
92510,4,0,1,0,4,0,False
92520,4,1,1,1,4,1,False
92530,4,0,1,0,4,0,False
92540,4,0,1,0,4,0,False
92560,4,0,1,0,4,0,False
92580,4,0,1,0,4,0,False
92590,4,1,1,0,4,1,False
92600,4,1,0,0,4,1,False
92620,4,1,1,0,4,1,False
92630,0,0,0,0,0,0,False
92640,4,1,1,0,4,1,False
92649,0,0,0,0,0,0,False
92650,4,1,1,1,4,1,False
92670,4,1,4,3,7,3,False
92680,4,0,4,3,7,3,False
92700,4,1,1,0,4,1,False
92710,4,1,1,0,4,1,False
92720,4,0,1,1,4,1,False
92730,4,0,1,1,4,1,False
92740,4,1,5,4,8,4,False
92750,4,1,1,1,4,1,False
92780,4,1,4,4,7,4,False
92790,4,1,4,4,7,4,False
93010,4,1,4,4,7,4,False
93020,4,1,4,4,7,4,False
93030,4,1,4,3,7,4,False
93040,4,1,1,1,4,1,False
93050,4,1,4,4,7,4,False
93060,4,1,1,1,4,1,False
93070,4,0,1,0,4,0,False
93080,4,1,4,3,7,3,False
93100,4,1,4,4,7,4,False
93110,0,0,0,0,0,0,False
93120,2,1,1,0,2,1,False
93130,4,1,1,0,4,1,False
93180,0,0,0,0,0,0,False
93190,4,1,1,0,4,1,False
93220,4,0,1,0,4,0,False
93240,4,1,1,1,4,1,False
93250,4,1,1,1,4,1,False
93260,4,0,1,1,4,1,False
93270,4,0,4,0,7,0,False
93300,4,1,1,0,4,1,False
93310,4,0,1,0,4,0,False
93320,4,1,4,3,7,4,False
93360,4,1,4,2,7,2,False
93370,4,1,1,1,4,1,False
93380,4,1,4,4,7,4,False
93390,4,1,1,0,4,1,False
93400,4,0,1,0,4,0,False
93410,4,1,4,4,7,4,False
93420,4,0,1,0,4,0,False
93430,4,1,1,1,4,1,False
93440,4,0,1,0,4,0,False
93450,4,1,1,1,4,1,False
93460,4,1,1,1,4,1,False
93470,4,1,1,1,4,1,False
93480,4,1,4,4,7,4,False
93510,4,1,1,1,4,1,False
93530,4,0,1,1,4,1,False
93550,4,0,1,1,4,1,False
93600,4,0,1,0,4,0,False
93610,4,0,1,0,4,0,False
93620,4,0,0,0,4,0,False
93630,4,0,1,0,4,0,False
93640,4,1,4,4,7,4,False
93650,4,1,1,1,4,1,False
93660,4,0,1,0,4,0,False
93670,4,0,1,0,4,0,False
93680,4,1,1,0,4,1,False
93690,4,1,4,3,7,3,False
93750,0,0,0,0,0,0,False
93760,4,0,1,0,4,0,False
93770,4,0,1,0,4,0,False
93800,4,0,1,0,4,0,False
93810,4,1,1,1,4,1,False
93840,4,1,1,0,4,1,False
93850,4,0,1,0,4,0,False
93860,4,1,1,0,4,1,False
94010,4,1,4,3,7,3,False
94040,4,1,4,4,7,4,False
94050,4,0,1,1,4,1,False
94080,0,0,1,0,1,0,False
94090,4,1,4,4,7,4,False
94120,4,1,5,4,8,4,False
94130,4,1,4,3,7,3,False
94140,4,0,1,0,4,0,False
94160,4,1,4,4,7,4,False
94170,4,0,1,0,4,0,False
94180,4,1,5,3,8,3,False
94190,2,0,1,0,2,0,False
94210,4,0,1,1,4,1,False
94220,0,0,0,0,0,0,False
94230,4,0,4,0,7,0,False
94240,4,0,4,3,7,3,False
94250,4,0,4,1,7,1,False
94280,4,1,1,0,4,1,False
94320,4,1,5,5,8,5,False
94330,4,1,5,5,8,5,False
94340,4,1,5,5,8,5,False
94345,4,0,1,0,4,0,False
94346,0,0,1,0,1,0,False
94350,4,1,4,4,7,4,False
94360,4,1,4,2,7,2,False
94380,2,1,1,1,2,1,False
94390,4,0,1,0,4,0,False
94410,4,0,1,1,4,1,False
94440,4,0,1,0,4,0,False
94450,4,0,1,0,4,0,False
94460,4,0,1,0,4,0,False
94490,4,1,4,4,7,4,False
94500,4,1,4,2,7,3,False
94660,4,0,1,0,4,0,False
94670,4,1,4,4,7,4,False
94680,4,1,4,3,7,4,False
94700,2,1,4,2,5,3,False
94740,4,0,4,4,7,4,False
94750,4,0,1,0,4,0,False
94760,4,0,1,1,4,1,False
94780,4,0,1,0,4,0,False
94790,4,0,1,0,4,0,False
95010,4,1,5,4,8,5,False
95020,4,1,5,5,8,5,False
95030,4,1,5,5,8,5,False
95040,4,1,5,5,8,5,False
95050,4,1,5,4,8,4,False
95060,4,1,5,4,8,4,False
95070,4,1,5,4,8,4,False
95080,4,1,5,4,8,4,False
95090,2,1,5,5,6,5,False
95110,4,1,4,4,7,4,False
95130,4,1,5,4,8,4,False
95140,2,1,1,0,2,1,False
95170,4,1,4,4,7,4,False
95190,4,1,5,4,8,4,False
95220,4,1,0,0,4,1,False
95310,4,1,4,4,7,4,False
95320,4,1,5,4,8,4,False
95330,4,1,4,4,7,4,False
95340,2,0,4,2,5,2,False
95350,4,0,1,0,4,0,False
95360,4,1,4,4,7,4,False
95370,4,0,1,0,4,0,False
95390,4,1,1,1,4,1,False
95430,4,1,4,2,7,3,False
95510,4,1,4,3,7,3,False
95520,4,1,4,3,7,3,False
95530,4,1,5,4,8,4,False
95540,4,1,4,2,7,2,False
95560,4,1,4,2,7,2,False
95570,4,0,1,0,4,0,False
95580,4,0,1,0,4,0,False
95600,4,1,4,3,7,3,False
95610,2,1,1,1,2,1,False
95620,4,1,1,0,4,1,False
95630,4,1,1,0,4,1,False
95640,4,1,4,4,7,4,False
95650,4,1,1,0,4,1,False
96000,4,0,1,0,4,0,False
96010,4,1,1,1,4,1,False
96020,4,1,4,4,7,4,False
96030,4,1,4,4,7,4,False
96050,4,0,4,4,7,4,False
96100,4,0,4,0,7,0,False
96120,4,1,4,4,7,4,False
96130,4,1,4,2,7,2,False
96160,4,1,4,4,7,4,False
96190,4,1,1,1,4,1,False
96210,4,1,1,1,4,1,False
96220,4,1,1,1,4,1,False
96250,4,0,1,0,4,0,False
96270,4,1,4,4,7,4,False
96280,4,0,1,1,4,1,False
96290,4,1,1,1,4,1,False
96310,0,0,0,0,0,0,False
96320,4,1,1,0,4,1,False
96330,4,0,1,0,4,0,False
96350,2,1,0,0,2,1,False
96360,4,0,1,0,4,0,False
96370,0,0,0,0,0,0,False
96390,4,0,1,0,4,0,False
96400,4,0,1,0,4,0,False
96410,0,0,0,0,0,0,False
96440,4,1,4,2,7,2,False
96470,4,1,1,0,4,1,False
96510,4,1,1,1,4,1,False
96560,4,0,1,0,4,0,False
96580,4,1,1,1,4,1,False
96610,4,0,1,0,4,0,False
96630,4,1,1,1,4,1,False
96720,4,1,4,3,7,3,False
96750,4,0,0,0,4,0,False
96780,4,0,4,2,7,2,False
96790,0,0,1,0,1,0,False
96820,4,1,4,2,7,2,False
96840,4,1,5,4,8,4,False
96850,4,0,1,1,4,1,False
96860,4,0,1,0,4,0,False
96870,4,1,1,1,4,1,False
96910,4,1,1,1,4,1,False
96920,4,1,4,4,7,4,False
96960,4,1,1,0,4,1,False
96970,4,1,5,4,8,4,False
96980,4,0,1,0,4,0,False
96990,4,1,1,1,4,1,False
97010,4,1,1,0,4,1,False
97020,4,1,1,0,4,1,False
97040,4,0,4,1,7,1,False
97060,4,0,4,4,7,4,False
97080,4,1,4,1,7,1,False
97090,4,0,1,1,4,1,False
97130,4,0,1,0,4,0,False
97150,2,1,4,3,5,3,False
97160,4,1,5,4,8,4,False
97170,4,0,0,0,4,0,False
97190,4,1,4,4,7,4,False
97200,4,0,1,1,4,1,False
97220,4,1,4,3,7,4,False
97230,4,0,1,0,4,0,False
97260,4,0,1,0,4,0,False
97280,0,0,0,0,0,0,False
97290,4,1,1,1,4,1,False
97310,4,1,1,0,4,1,False
97330,4,1,1,0,4,1,False
97340,0,0,0,0,0,0,False
97350,4,1,4,4,7,4,False
97390,4,1,1,1,4,1,False
97400,4,1,1,1,4,1,False
97420,4,1,1,0,4,1,False
97430,4,1,4,4,7,4,False
97440,4,1,4,4,7,4,False
97460,4,1,4,1,7,2,False
97490,4,1,0,0,4,1,False
97530,4,0,1,1,4,1,False
97550,4,1,4,2,7,2,False
97570,4,1,4,3,7,3,False
97590,4,1,4,4,7,4,False
97600,4,0,1,0,4,0,False
97610,4,1,1,0,4,1,False
97630,4,1,1,0,4,1,False
97650,4,0,1,0,4,0,False
97660,4,1,5,4,8,4,False
97670,4,0,1,0,4,0,False
97680,4,1,1,0,4,1,False
97690,4,1,1,1,4,1,False
97760,4,0,1,0,4,0,False
97780,4,0,1,0,4,0,False
97800,4,0,1,1,4,1,False
97820,4,1,1,1,4,1,False
97830,0,0,0,0,0,0,False
97870,4,1,1,0,4,1,False
97880,4,0,1,0,4,0,False
97900,4,1,1,0,4,1,False
97910,4,0,1,0,4,0,False
97930,4,1,4,2,7,3,False
97950,4,1,1,1,4,1,False
97990,4,0,1,1,4,1,False
98100,0,0,0,0,0,0,False
98120,4,0,1,0,4,0,False
98160,4,0,1,0,4,0,False
98180,4,0,1,0,4,0,False
98200,2,0,1,0,3,0,False
98230,4,1,1,0,4,1,False
98240,4,1,4,3,7,3,False
98270,4,1,1,1,4,1,False
98280,4,1,4,4,7,4,False
98300,4,1,4,3,7,3,False
98310,4,1,5,4,8,4,False
98320,4,1,4,4,7,4,False
98350,4,0,1,0,4,0,False
98370,4,1,4,4,7,4,False
98420,4,1,4,3,7,3,False
98430,4,1,4,4,7,4,False
98450,4,1,1,1,4,1,False
98460,4,0,1,0,4,0,False
98490,0,0,0,0,0,0,False
98500,4,1,1,0,4,1,False
98520,4,0,0,0,4,0,False
98530,2,0,1,0,2,0,False
98540,4,0,1,0,4,0,False
98560,4,1,1,1,4,1,False
98570,4,1,1,1,4,1,False
98610,4,1,4,2,7,3,False
98670,4,0,1,0,4,0,False
98690,4,1,1,1,4,1,False
98720,4,1,1,0,4,1,False
98730,4,0,0,0,4,0,False
98760,4,0,1,0,4,0,False
98780,4,1,4,1,7,2,False
98800,4,1,1,1,4,1,False
98820,4,1,4,4,7,4,False
98850,4,0,1,0,4,0,False
98870,2,0,1,1,2,1,False
98880,4,0,1,0,4,0,False
98890,4,1,4,4,7,4,False
98900,4,0,1,0,4,0,False
98950,4,0,1,0,4,0,False
98960,4,1,1,1,4,1,False
99000,4,1,1,1,4,1,False
99020,4,1,1,1,4,1,False
99030,4,0,1,0,4,0,False
99040,4,0,1,0,4,0,False
99060,4,0,1,1,4,1,False
99080,4,0,1,1,4,1,False
99130,4,0,1,1,4,1,False
99140,4,0,1,0,4,0,False
99190,2,0,0,0,2,0,False
99270,4,0,1,0,4,0,False
99280,4,1,1,0,4,1,False
99290,4,0,1,0,4,0,False
99300,4,1,1,0,4,1,False
99320,4,1,1,1,4,1,False
99340,4,1,4,4,7,4,False
99360,4,1,4,4,7,4,False
99410,4,0,1,0,4,0,False
99450,0,0,0,0,0,0,False
99460,4,1,4,4,7,4,False
99480,4,1,4,1,7,1,False
99500,4,0,1,0,4,0,False
99550,4,0,1,0,4,0,False
99560,4,1,4,4,7,4,False
99590,4,0,1,0,4,0,False
99600,4,1,4,3,7,3,False
99620,4,1,5,4,8,4,False
99640,0,0,0,0,0,0,False
99670,0,0,0,0,0,0,False
99690,4,0,1,0,4,0,False
99720,4,0,1,0,4,0,False
99730,4,0,4,0,7,0,False
99740,4,0,1,1,4,1,False
99760,2,0,1,0,2,0,False
99770,0,0,0,0,0,0,False
99780,4,0,1,0,4,0,False
99790,4,0,1,1,4,1,False
99800,4,0,1,0,4,0,False
99820,4,1,1,1,4,1,False
99830,4,1,5,4,8,4,False
99840,4,1,5,5,8,5,False
99860,4,0,1,0,4,0,False
99870,4,1,5,4,8,4,False
99890,4,1,4,4,7,4,False
99900,4,1,1,0,4,1,False
99910,4,1,4,3,7,3,False
99930,4,0,1,1,4,1,False
99940,4,1,1,0,4,1,False
99950,0,0,0,0,0,0,False
99960,4,0,1,0,4,0,False
99970,4,0,4,4,7,4,False
