opportunity,session,selectionTime,path,reason,gateMask,rows,remainingActive,missingRegular,fullSessionEvaluable,terminalAuctionObserved,nearMorningEnd,nearAfternoonEnd,crossesLunch
2025-06-06|52420,2025-06-06,14:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,33,85,53,True,True,False,False,False
2025-06-06|52730,2025-06-06,11:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,13,175,163,True,True,True,False,False
2025-06-06|55870,2025-06-06,11:00,PULLBACK_RECOVERY,,NONE,32,205,174,True,True,True,False,True
2025-06-06|57040,2025-06-06,13:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,17,145,129,True,True,False,False,False
2025-06-06|57210,2025-06-06,10:00,MULTI_SWING_CHOP,,NONE,267,265,0,True,True,False,False,True
2025-06-06|58920,2025-06-06,09:30,MULTI_SWING_CHOP,,NONE,232,295,65,True,True,False,False,True
2025-06-06|60540,2025-06-06,13:30,PERSISTENT_WEAKNESS,,NONE,42,115,74,True,True,False,False,False
2025-06-06|60810,2025-06-06,14:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,51,85,35,True,True,False,False,False
2025-06-06|61550,2025-06-06,10:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,28,265,238,True,True,False,False,True
2025-06-06|63340,2025-06-06,14:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,5,55,51,True,True,False,False,False
2025-06-06|65740,2025-06-06,11:30,DIRECT_CONTINUATION,,NONE,22,175,154,True,True,True,False,False
2025-06-06|66960,2025-06-06,10:00,PULLBACK_RECOVERY,,NONE,163,265,103,True,True,False,False,True
2025-06-06|69470,2025-06-06,13:30,PERSISTENT_WEAKNESS,,NONE,28,115,88,True,True,False,False,False
2025-06-06|70620,2025-06-06,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,4,25,22,True,True,False,True,False
2025-06-06|70720,2025-06-06,10:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,29,235,207,True,True,False,False,True
2025-06-06|74450,2025-06-06,13:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,42,145,104,True,True,False,False,False
2025-06-06|75000,2025-06-06,14:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,4,85,82,True,True,False,False,False
2025-06-06|77940,2025-06-06,11:00,MULTI_SWING_CHOP,,NONE,153,205,53,True,True,True,False,True
2025-06-06|78830,2025-06-06,13:00,DIRECT_CONTINUATION,,NONE,25,145,121,True,True,False,False,False
2025-06-06|92230,2025-06-06,14:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,2,85,84,True,True,False,False,False
2025-06-06|92350,2025-06-06,11:00,MULTI_SWING_CHOP,,NONE,207,205,0,True,True,True,False,True
2025-06-06|92420,2025-06-06,10:30,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,69,235,167,True,True,False,False,True
2025-06-09|143A0,2025-06-09,09:30,MULTI_SWING_CHOP,,NONE,263,295,34,True,True,False,False,True
2025-06-09|175A0,2025-06-09,14:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,3,85,83,True,True,False,False,False
2025-06-09|176A0,2025-06-09,11:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,141,205,66,True,True,True,False,True
2025-06-09|184A0,2025-06-09,11:30,MULTI_SWING_CHOP,,NONE,157,175,19,True,True,True,False,False
2025-06-09|196A0,2025-06-09,14:30,PERSISTENT_WEAKNESS,,NONE,33,55,23,True,True,False,False,False
2025-06-09|21960,2025-06-09,10:30,PULLBACK_RECOVERY,,NONE,135,235,102,True,True,False,False,True
2025-06-09|29910,2025-06-09,14:30,PULLBACK_RECOVERY,,NONE,46,55,10,True,True,False,False,False
2025-06-09|30200,2025-06-09,10:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,8,235,228,True,True,False,False,True
2025-06-09|32660,2025-06-09,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,3,25,23,True,True,False,True,False
2025-06-09|33500,2025-06-09,10:00,MULTI_SWING_CHOP,,NONE,267,265,0,True,True,False,False,True
2025-06-09|34090,2025-06-09,11:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,47,205,159,True,True,True,False,True
2025-06-09|35290,2025-06-09,09:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,144,295,153,True,True,False,False,True
2025-06-09|36620,2025-06-09,13:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,140,145,6,True,True,False,False,False
2025-06-09|37580,2025-06-09,10:00,PULLBACK_RECOVERY,,NONE,69,265,197,True,True,False,False,True
2025-06-09|38070,2025-06-09,10:00,MULTI_SWING_CHOP,,NONE,225,265,42,True,True,False,False,True
2025-06-09|39340,2025-06-09,10:00,PERSISTENT_WEAKNESS,,NONE,42,265,225,True,True,False,False,True
2025-06-09|40130,2025-06-09,09:30,PULLBACK_RECOVERY,,NONE,222,295,75,True,True,False,False,True
2025-06-09|44220,2025-06-09,13:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,3,115,113,True,True,False,False,False
2025-06-09|48830,2025-06-09,10:30,MULTI_SWING_CHOP,,NONE,156,235,81,True,True,False,False,True
2025-06-09|51990,2025-06-09,13:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,10,115,106,True,True,False,False,False
2025-06-09|55780,2025-06-09,14:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,3,55,53,True,True,False,False,False
2025-06-09|56320,2025-06-09,11:00,MULTI_SWING_CHOP,,NONE,203,205,4,True,True,True,False,True
2025-06-09|58170,2025-06-09,14:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,7,85,79,True,True,False,False,False
2025-06-09|59280,2025-06-09,13:00,MULTI_SWING_CHOP,,NONE,134,145,12,True,True,False,False,False
2025-06-09|60310,2025-06-09,14:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,26,85,60,True,True,False,False,False
2025-06-09|60850,2025-06-09,10:00,PULLBACK_RECOVERY,,NONE,137,265,129,True,True,False,False,True
2025-06-09|63100,2025-06-09,09:30,MULTI_SWING_CHOP,,NONE,287,295,10,True,True,False,False,True
2025-06-09|64940,2025-06-09,13:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,33,145,113,True,True,False,False,False
2025-06-09|65970,2025-06-09,11:00,PULLBACK_RECOVERY,,NONE,91,205,115,True,True,True,False,True
2025-06-09|67970,2025-06-09,10:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,19,235,218,True,True,False,False,True
2025-06-09|68400,2025-06-09,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,4,25,22,True,True,False,True,False
2025-06-09|69860,2025-06-09,13:30,MULTI_SWING_CHOP,,NONE,113,115,3,True,True,False,False,False
2025-06-09|70210,2025-06-09,11:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,15,175,161,True,True,True,False,False
2025-06-09|70620,2025-06-09,14:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,8,55,48,True,True,False,False,False
2025-06-09|71150,2025-06-09,13:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,46,145,100,True,True,False,False,False
2025-06-09|87890,2025-06-09,14:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,36,85,50,True,True,False,False,False
2025-06-09|90290,2025-06-09,11:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,16,205,190,True,True,True,False,True
2025-06-09|91710,2025-06-09,10:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,10,235,226,True,True,False,False,True
2025-06-09|92540,2025-06-09,11:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,9,175,167,True,True,True,False,False
2025-06-09|96100,2025-06-09,09:30,MULTI_SWING_CHOP,,NONE,109,295,188,True,True,False,False,True
2025-06-09|96850,2025-06-09,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,1,25,25,True,True,False,True,False
2025-06-09|97200,2025-06-09,13:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,INHERITED_FULL_UNAVAILABLE|ROWS_LT20,4,115,111,False,False,False,False,False
2025-06-10|184A0,2025-06-10,13:30,MULTI_SWING_CHOP,,NONE,111,115,5,True,True,False,False,False
2025-06-10|19820,2025-06-10,11:00,PERSISTENT_WEAKNESS,,NONE,57,205,150,True,True,True,False,True
2025-06-10|21950,2025-06-10,10:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,13,235,223,True,True,False,False,True
2025-06-10|27000,2025-06-10,13:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,69,145,77,True,True,False,False,False
2025-06-10|29290,2025-06-10,14:00,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,82,85,4,True,True,False,False,False
2025-06-10|30830,2025-06-10,09:30,MULTI_SWING_CHOP,,NONE,182,295,115,True,True,False,False,True
2025-06-10|323A0,2025-06-10,10:30,PULLBACK_RECOVERY,,NONE,58,235,178,True,True,False,False,True
2025-06-10|36220,2025-06-10,14:30,PULLBACK_RECOVERY,,NONE,25,55,31,True,True,False,False,False
2025-06-10|36340,2025-06-10,14:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,6,55,50,True,True,False,False,False
2025-06-10|36470,2025-06-10,10:00,MULTI_SWING_CHOP,,NONE,220,265,47,True,True,False,False,True
2025-06-10|36920,2025-06-10,13:00,MULTI_SWING_CHOP,,NONE,143,145,3,True,True,False,False,False
2025-06-10|37260,2025-06-10,11:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,15,205,192,True,True,True,False,True
2025-06-10|37870,2025-06-10,14:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,6,55,50,True,True,False,False,False
2025-06-10|39070,2025-06-10,11:00,MULTI_SWING_CHOP,,NONE,202,205,5,True,True,True,False,True
2025-06-10|42220,2025-06-10,10:30,MULTI_SWING_CHOP,,NONE,214,235,23,True,True,False,False,True
2025-06-10|43780,2025-06-10,09:30,MULTI_SWING_CHOP,,NONE,158,295,139,True,True,False,False,True
2025-06-10|44270,2025-06-10,09:30,MULTI_SWING_CHOP,,NONE,277,295,20,True,True,False,False,True
2025-06-10|48830,2025-06-10,09:30,MULTI_SWING_CHOP,,NONE,293,295,4,True,True,False,False,True
2025-06-10|48930,2025-06-10,09:30,MULTI_SWING_CHOP,,NONE,115,295,182,True,True,False,False,True
2025-06-10|52790,2025-06-10,10:00,PULLBACK_RECOVERY,,NONE,70,265,196,True,True,False,False,True
2025-06-10|56190,2025-06-10,11:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,12,175,164,True,True,True,False,False
2025-06-10|57210,2025-06-10,10:30,MULTI_SWING_CHOP,,NONE,237,235,0,True,True,False,False,True
2025-06-10|57240,2025-06-10,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,REMAINING_LT30,21,25,5,True,True,False,True,False
2025-06-10|58170,2025-06-10,11:00,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,153,205,53,True,True,True,False,True
2025-06-10|65450,2025-06-10,11:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,21,175,155,True,True,True,False,False
2025-06-10|69690,2025-06-10,11:00,PULLBACK_RECOVERY,,NONE,65,205,141,True,True,True,False,True
2025-06-10|70620,2025-06-10,10:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,21,265,245,True,True,False,False,True
2025-06-10|72990,2025-06-10,10:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,15,235,221,True,True,False,False,True
2025-06-10|92460,2025-06-10,11:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,13,175,163,True,True,True,False,False
2025-06-11|143A0,2025-06-11,11:00,PERSISTENT_WEAKNESS,,NONE,122,205,85,True,True,True,False,True
2025-06-11|153A0,2025-06-11,10:00,MULTI_SWING_CHOP,,NONE,189,265,78,True,True,False,False,True
2025-06-11|184A0,2025-06-11,14:30,DIRECT_CONTINUATION,,NONE,48,55,8,True,True,False,False,False
2025-06-11|208A0,2025-06-11,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,3,25,23,True,True,False,True,False
2025-06-11|27000,2025-06-11,11:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,65,205,141,True,True,True,False,True
2025-06-11|278A0,2025-06-11,10:30,MULTI_SWING_CHOP,,NONE,236,235,1,True,True,False,False,True
2025-06-11|290A0,2025-06-11,13:00,MULTI_SWING_CHOP,,NONE,146,145,0,True,True,False,False,False
2025-06-11|29620,2025-06-11,10:30,DIRECT_CONTINUATION,,NONE,28,235,208,True,True,False,False,True
2025-06-11|325A0,2025-06-11,09:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,231,295,66,True,True,False,False,True
2025-06-11|338A0,2025-06-11,13:00,MULTI_SWING_CHOP,,NONE,144,145,2,True,True,False,False,False
2025-06-11|37440,2025-06-11,11:30,MULTI_SWING_CHOP,,NONE,151,175,25,True,True,True,False,False
2025-06-11|39050,2025-06-11,11:30,MULTI_SWING_CHOP,,NONE,176,175,0,True,True,True,False,False
2025-06-11|39070,2025-06-11,10:00,MULTI_SWING_CHOP,,NONE,241,265,26,True,True,False,False,True
2025-06-11|40260,2025-06-11,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,REMAINING_LT30,25,25,1,True,True,False,True,False
2025-06-11|40520,2025-06-11,14:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,4,85,82,True,True,False,False,False
2025-06-11|42220,2025-06-11,13:00,MULTI_SWING_CHOP,,NONE,144,145,2,True,True,False,False,False
2025-06-11|42310,2025-06-11,10:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,69,265,197,True,True,False,False,True
2025-06-11|43780,2025-06-11,09:30,MULTI_SWING_CHOP,,NONE,201,295,96,True,True,False,False,True
2025-06-11|45930,2025-06-11,09:30,MULTI_SWING_CHOP,,NONE,296,295,1,True,True,False,False,True
2025-06-11|49110,2025-06-11,11:00,MULTI_SWING_CHOP,,NONE,207,205,0,True,True,True,False,True
2025-06-11|52430,2025-06-11,11:30,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,165,175,11,True,True,True,False,False
2025-06-11|55950,2025-06-11,11:00,MULTI_SWING_CHOP,,NONE,207,205,0,True,True,True,False,True
2025-06-11|55970,2025-06-11,10:00,MULTI_SWING_CHOP,,NONE,267,265,0,True,True,False,False,True
2025-06-11|57210,2025-06-11,13:30,MULTI_SWING_CHOP,,NONE,116,115,0,True,True,False,False,False
2025-06-11|57240,2025-06-11,09:30,MULTI_SWING_CHOP,,NONE,196,295,101,True,True,False,False,True
2025-06-11|60180,2025-06-11,13:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,18,115,98,True,True,False,False,False
2025-06-11|65730,2025-06-11,14:30,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,56,55,0,True,True,False,False,False
2025-06-11|65740,2025-06-11,09:30,MULTI_SWING_CHOP,,NONE,126,295,171,True,True,False,False,True
2025-06-11|66660,2025-06-11,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,19,25,7,True,True,False,True,False
2025-06-11|72050,2025-06-11,10:00,MULTI_SWING_CHOP,,NONE,248,265,19,True,True,False,False,True
2025-06-11|77090,2025-06-11,14:30,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,52,55,4,True,True,False,False,False
2025-06-11|79180,2025-06-11,13:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,53,115,63,True,True,False,False,False
2025-06-11|87980,2025-06-11,14:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,38,85,48,True,True,False,False,False
2025-06-11|88870,2025-06-11,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,REMAINING_LT30,21,25,5,True,True,False,True,False
2025-06-11|92350,2025-06-11,13:00,MULTI_SWING_CHOP,,NONE,144,145,2,True,True,False,False,False
2025-06-12|135A0,2025-06-12,11:00,PULLBACK_RECOVERY,,NONE,115,205,92,True,True,True,False,True
2025-06-12|253A0,2025-06-12,14:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,13,55,43,True,True,False,False,False
2025-06-12|286A0,2025-06-12,14:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,67,85,19,True,True,False,False,False
2025-06-12|29030,2025-06-12,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,12,25,14,True,True,False,True,False
2025-06-12|290A0,2025-06-12,13:00,MULTI_SWING_CHOP,,NONE,146,145,0,True,True,False,False,False
2025-06-12|31890,2025-06-12,14:00,MULTI_SWING_CHOP,,NONE,86,85,0,True,True,False,False,False
2025-06-12|33740,2025-06-12,13:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,4,115,112,True,True,False,False,False
2025-06-12|35590,2025-06-12,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,15,25,11,True,True,False,True,False
2025-06-12|36240,2025-06-12,09:30,MULTI_SWING_CHOP,,NONE,254,295,43,True,True,False,False,True
2025-06-12|36720,2025-06-12,10:00,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,135,265,131,True,True,False,False,True
2025-06-12|38250,2025-06-12,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,REMAINING_LT30,26,25,0,True,True,False,True,False
2025-06-12|39070,2025-06-12,11:30,MULTI_SWING_CHOP,,NONE,126,175,50,True,True,True,False,False
2025-06-12|39200,2025-06-12,13:00,PULLBACK_RECOVERY,,NONE,33,145,113,True,True,False,False,False
2025-06-12|39360,2025-06-12,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,REMAINING_LT30,26,25,0,True,True,False,True,False
2025-06-12|41780,2025-06-12,13:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,INHERITED_FULL_UNAVAILABLE|ROWS_LT20,4,115,111,False,False,False,False,False
2025-06-12|42580,2025-06-12,09:30,PULLBACK_RECOVERY,,NONE,154,295,143,True,True,False,False,True
2025-06-12|45840,2025-06-12,10:00,MULTI_SWING_CHOP,,NONE,255,265,12,True,True,False,False,True
2025-06-12|47690,2025-06-12,10:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,6,235,231,True,True,False,False,True
2025-06-12|48840,2025-06-12,09:30,MULTI_SWING_CHOP,,NONE,260,295,37,True,True,False,False,True
2025-06-12|49660,2025-06-12,14:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,24,55,32,True,True,False,False,False
2025-06-12|49760,2025-06-12,14:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,2,55,54,True,True,False,False,False
2025-06-12|51310,2025-06-12,13:00,PULLBACK_RECOVERY,,NONE,45,145,101,True,True,False,False,False
2025-06-12|51320,2025-06-12,11:00,MULTI_SWING_CHOP,,NONE,195,205,12,True,True,True,False,True
2025-06-12|52550,2025-06-12,10:00,MULTI_SWING_CHOP,,NONE,263,265,4,True,True,False,False,True
2025-06-12|55720,2025-06-12,11:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,141,175,35,True,True,True,False,False
2025-06-12|55950,2025-06-12,11:00,MULTI_SWING_CHOP,,NONE,207,205,0,True,True,True,False,True
2025-06-12|60370,2025-06-12,13:00,PULLBACK_RECOVERY,,NONE,129,145,17,True,True,False,False,False
2025-06-12|60810,2025-06-12,14:30,MULTI_SWING_CHOP,,NONE,55,55,1,True,True,False,False,False
2025-06-12|65740,2025-06-12,11:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,37,205,169,True,True,True,False,True
2025-06-12|68670,2025-06-12,11:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,20,205,187,True,True,True,False,True
2025-06-12|77090,2025-06-12,09:30,MULTI_SWING_CHOP,,NONE,193,295,104,True,True,False,False,True
2025-06-12|89460,2025-06-12,09:30,MULTI_SWING_CHOP,,NONE,241,295,56,True,True,False,False,True
2025-06-12|91660,2025-06-12,11:30,MULTI_SWING_CHOP,,NONE,176,175,0,True,True,True,False,False
2025-06-12|92420,2025-06-12,14:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,7,85,79,True,True,False,False,False
2025-06-12|96320,2025-06-12,10:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,64,265,203,True,True,False,False,True
2025-06-13|153A0,2025-06-13,14:00,MULTI_SWING_CHOP,,NONE,85,85,1,True,True,False,False,False
2025-06-13|23340,2025-06-13,10:00,MULTI_SWING_CHOP,,NONE,174,265,93,True,True,False,False,True
2025-06-13|288A0,2025-06-13,10:30,MULTI_SWING_CHOP,,NONE,197,235,40,True,True,False,False,True
2025-06-13|30700,2025-06-13,13:00,MULTI_SWING_CHOP,,NONE,142,145,4,True,True,False,False,False
2025-06-13|31370,2025-06-13,14:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,21,85,65,True,True,False,False,False
2025-06-13|31810,2025-06-13,10:30,DIRECT_CONTINUATION,,NONE,33,235,203,True,True,False,False,True
2025-06-13|32800,2025-06-13,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,7,25,19,True,True,False,True,False
2025-06-13|34410,2025-06-13,14:00,PERSISTENT_WEAKNESS,,NONE,31,85,55,True,True,False,False,False
2025-06-13|34910,2025-06-13,09:30,MULTI_SWING_CHOP,,NONE,272,295,25,True,True,False,False,True
2025-06-13|35590,2025-06-13,10:00,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,114,265,152,True,True,False,False,True
2025-06-13|36240,2025-06-13,11:00,MULTI_SWING_CHOP,,NONE,187,205,20,True,True,True,False,True
2025-06-13|36740,2025-06-13,11:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,26,205,181,True,True,True,False,True
2025-06-13|37440,2025-06-13,10:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,97,265,170,True,True,False,False,True
2025-06-13|38410,2025-06-13,10:30,MULTI_SWING_CHOP,,NONE,197,235,40,True,True,False,False,True
2025-06-13|39070,2025-06-13,11:30,AMBIGUOUS_INSUFFICIENT,TRUE_MIXED_PATH,NONE,108,175,68,True,True,True,False,False
2025-06-13|39300,2025-06-13,13:00,MULTI_SWING_CHOP,,NONE,119,145,27,True,True,False,False,False
2025-06-13|39850,2025-06-13,10:30,MULTI_SWING_CHOP,,NONE,159,235,78,True,True,False,False,True
2025-06-13|42220,2025-06-13,13:00,MULTI_SWING_CHOP,,NONE,133,145,13,True,True,False,False,False
2025-06-13|43780,2025-06-13,09:30,PULLBACK_RECOVERY,,NONE,130,295,166,True,True,False,False,True
2025-06-13|43930,2025-06-13,09:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,168,295,129,True,True,False,False,True
2025-06-13|44310,2025-06-13,13:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,124,145,22,True,True,False,False,False
2025-06-13|44450,2025-06-13,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20|REMAINING_LT30,8,25,18,True,True,False,True,False
2025-06-13|44940,2025-06-13,11:30,PULLBACK_RECOVERY,,NONE,32,175,144,True,True,True,False,False
2025-06-13|45840,2025-06-13,11:00,MULTI_SWING_CHOP,,NONE,188,205,19,True,True,True,False,True
2025-06-13|49370,2025-06-13,13:30,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,6,115,110,True,True,False,False,False
2025-06-13|50170,2025-06-13,14:00,DIRECT_CONTINUATION,,NONE,64,85,22,True,True,False,False,False
2025-06-13|51340,2025-06-13,10:00,PULLBACK_RECOVERY,,NONE,92,265,175,True,True,False,False,True
2025-06-13|52550,2025-06-13,10:00,MULTI_SWING_CHOP,,NONE,265,265,2,True,True,False,False,True
2025-06-13|55970,2025-06-13,11:00,MULTI_SWING_CHOP,,NONE,204,205,3,True,True,True,False,True
2025-06-13|56440,2025-06-13,11:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,ROWS_LT20,9,205,197,True,True,True,False,True
2025-06-13|65730,2025-06-13,13:30,MULTI_SWING_CHOP,,NONE,80,115,36,True,True,False,False,False
2025-06-13|70340,2025-06-13,09:30,PULLBACK_RECOVERY,,NONE,106,295,190,True,True,False,False,True
2025-06-13|76920,2025-06-13,14:00,MULTI_SWING_CHOP,,NONE,86,85,0,True,True,False,False,False
2025-06-13|80770,2025-06-13,14:30,DIRECT_CONTINUATION,,NONE,20,55,36,True,True,False,False,False
2025-06-13|90600,2025-06-13,15:00,AMBIGUOUS_INSUFFICIENT,INSUFFICIENT_OBSERVATION,INHERITED_FULL_UNAVAILABLE|ROWS_LT20|REMAINING_LT30,1,25,24,False,False,False,True,False
2025-06-13|94250,2025-06-13,09:30,PULLBACK_RECOVERY,,NONE,139,295,158,True,True,False,False,True
2025-06-13|95560,2025-06-13,13:00,MULTI_SWING_CHOP,,NONE,122,145,24,True,True,False,False,False
2025-06-13|97990,2025-06-13,13:30,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,32,115,84,True,True,False,False,False
2025-06-16|130A0,2025-06-16,14:00,AMBIGUOUS_INSUFFICIENT,NO_DOMINANT_PATH,NONE,22,85,64,True,True,False,False,False
2025-06-16|14010,2025-06-16,10:00,MULTI_SWING_CHOP,,NONE,176,265,91,True,True,False,False,True
2025-06-16|143A0,2025-06-16,14:00,MULTI_SWING_CHOP,,NONE,79,85,7,True,True,False,False,False
